C,333,303,319,349,376,11,13,17
C,333,303,320,350,377,11,12,17
C,334,304,321,350,376,7,8,11
C,334,305,321,351,377,3,3,3
C,334,305,321,351,377,2,2,3
C,335,304,322,351,377,0,0,0
C,335,305,322,351,376,0,0,0
C,335,307,325,352,377,0,0,0
C,336,308,324,352,377,11,14,18
C,336,308,324,354,377,10,11,16
C,335,308,325,353,377,4,4,6
C,336,308,325,353,377,3,3,4
C,338,307,323,354,376,0,0,0
C,336,307,324,353,376,0,0,0
C,335,309,324,354,377,0,0,0
C,336,309,325,354,374,1,3,4
C,336,310,327,354,372,11,13,18
C,336,311,326,354,373,9,9,13
C,335,310,326,354,373,3,3,5
C,335,311,326,356,373,3,3,3
C,336,310,327,354,374,1,0,0
C,335,310,327,354,373,0,0,0
C,335,310,327,355,374,0,0,0
C,335,311,327,355,374,12,14,18
C,335,311,327,355,375,18,22,28
C,335,311,327,355,374,7,8,11
C,334,311,328,355,374,3,3,4
C,334,311,328,354,375,2,2,3
C,333,311,327,355,374,0,0,0
C,331,311,327,356,372,0,0,0
C,332,310,328,359,374,0,0,0
C,333,312,329,356,375,12,14,18
C,334,312,328,356,375,11,13,17
C,332,313,329,357,375,8,8,12
C,331,312,329,357,375,3,3,4
C,332,312,329,356,372,2,3,3
C,333,311,330,356,374,1,0,0
C,332,311,328,356,373,0,0,0
C,332,312,329,356,374,0,0,0
C,334,312,329,356,373,0,1,2
C,333,314,329,357,373,11,14,17
C,333,313,331,357,375,10,11,16
C,333,312,329,357,375,7,8,11
C,333,312,330,358,374,4,4,6
C,334,313,330,358,374,3,3,3
C,330,313,330,357,371,0,0,0
C,328,313,327,356,372,0,0,0
C,327,311,328,357,373,0,0,0
C,328,311,328,356,373,0,0,0
C,327,311,328,357,374,0,0,0
