K,286,300,520,486,405,0,0,0
K,288,300,520,485,403,0,0,0
K,289,300,519,484,404,0,0,0
K,291,301,520,482,403,12,13,18
K,291,301,520,480,402,7,8,10
K,292,301,520,479,402,3,3,3
K,292,301,519,478,403,0,0,0
K,294,302,519,478,403,0,0,0
K,295,303,518,478,405,10,13,16
K,295,304,517,478,405,9,9,12
K,295,302,517,477,404,3,3,4
K,296,301,516,475,403,1,0,0
K,296,301,515,473,405,0,0,0
K,296,303,516,475,407,4,6,7
K,292,304,516,475,407,10,11,16
K,293,304,515,474,406,4,4,5
K,293,304,516,474,406,3,3,3
K,294,304,516,472,404,0,0,0
K,295,302,515,470,397,0,0,0
K,298,304,515,472,398,11,13,18
K,298,303,514,471,403,7,7,10
K,298,304,512,470,408,3,3,3
K,297,302,510,470,408,0,0,0
K,297,302,510,470,408,0,0,0
K,299,303,512,470,408,12,14,18
K,299,304,512,470,409,9,10,14
K,298,303,512,470,408,3,3,4
K,300,305,513,469,408,0,0,0
K,298,302,513,468,408,0,0,0
K,299,304,513,470,410,6,8,10
K,300,305,513,470,409,10,11,14
K,300,304,513,470,408,3,3,4
K,299,305,513,470,408,0,0,0
K,300,304,512,469,408,0,0,0
K,300,304,512,470,408,3,6,7
K,299,304,513,469,407,10,11,15
K,300,304,511,468,407,3,4,5
K,300,304,511,468,406,0,0,0
K,300,303,511,466,407,0,0,0
K,300,305,510,468,408,8,11,14
K,300,305,511,468,407,11,12,16
K,301,303,510,468,407,3,3,4
K,300,304,510,468,407,2,2,1
K,300,304,508,468,407,0,0,0
K,301,305,509,468,408,4,6,8
K,303,304,508,469,408,10,11,16
K,301,304,509,470,408,3,3,5
K,300,304,508,469,408,0,0,0
K,300,303,508,468,407,0,0,0
K,301,304,509,469,407,3,4,6
