NONE,417,480,495,497,379,14,16,21
NONE,417,480,495,497,381,13,15,20
NONE,416,480,495,497,381,11,12,16
NONE,416,480,494,495,383,10,10,14
NONE,416,479,493,495,385,8,7,10
NONE,417,479,495,494,386,7,7,9
NONE,416,478,494,494,388,3,3,4
NONE,415,476,493,493,389,3,3,3
NONE,416,478,493,493,388,3,3,3
NONE,415,477,493,492,388,3,3,3
NONE,416,478,491,493,387,3,3,3
NONE,415,477,490,494,383,3,2,1
NONE,416,477,487,493,381,0,0,0
NONE,417,477,489,494,381,0,0,0
NONE,417,475,489,493,382,0,0,0
NONE,417,475,489,494,381,0,0,0
NONE,417,476,489,494,381,0,0,0
NONE,417,475,489,493,381,0,0,0
NONE,416,475,489,493,381,0,0,0
NONE,417,475,489,493,382,0,0,0
NONE,417,475,489,492,382,0,1,2
NONE,417,475,489,492,383,12,14,18
NONE,418,475,489,492,386,14,16,20
NONE,417,475,489,492,387,14,16,21
NONE,418,475,489,491,385,13,14,19
NONE,417,474,488,491,386,12,12,17
NONE,417,474,488,491,385,11,12,16
NONE,416,473,488,491,387,7,7,9
NONE,417,473,488,490,386,4,3,5
NONE,416,473,487,491,387,3,3,4
NONE,416,472,488,491,387,3,3,3
NONE,417,473,488,491,386,3,2,2
NONE,416,472,487,490,387,2,0,0
NONE,416,473,486,490,387,0,0,0
NONE,416,471,487,491,386,0,0,0
NONE,416,472,487,491,386,0,0,0
NONE,416,470,487,490,385,0,0,0
NONE,416,471,486,490,384,0,0,0
NONE,416,472,486,490,385,11,14,17
NONE,415,471,485,490,388,14,16,21
NONE,416,472,486,489,388,12,13,18
NONE,416,471,486,489,388,8,9,12
NONE,415,471,486,488,388,7,6,8
NONE,416,470,486,488,387,3,3,3
NONE,415,471,486,488,389,3,3,3
NONE,415,470,485,487,387,0,0,0
NONE,415,470,485,487,386,0,0,0
NONE,415,469,485,486,387,0,0,0
NONE,415,469,485,485,387,0,0,0
NONE,416,471,486,486,387,13,16,19
NONE,415,468,486,484,389,0,0,0
NONE,415,468,486,484,390,0,0,0
NONE,415,468,486,484,389,0,0,0
NONE,415,469,485,485,389,0,0,0
NONE,416,468,486,485,390,13,15,19
NONE,398,445,473,457,399,14,15,20
NONE,347,375,408,398,394,12,13,18
NONE,361,391,417,407,393,8,8,11
NONE,363,388,418,407,395,3,4,4
NONE,364,391,418,408,394,3,3,3
NONE,367,397,416,404,390,0,0,0
NONE,363,393,408,400,384,0,0,0
NONE,364,394,411,401,389,0,0,0
NONE,368,414,429,427,400,0,0,0
NONE,360,411,423,429,400,12,15,19
NONE,360,409,420,430,399,14,16,21
NONE,361,410,421,431,399,10,11,15
NONE,362,410,421,431,399,8,8,12
NONE,362,410,421,431,400,3,3,5
NONE,362,410,421,431,399,3,3,3
NONE,362,410,421,431,398,0,0,0
NONE,362,409,421,431,399,0,0,0
NONE,363,412,422,431,399,0,0,0
NONE,363,412,423,431,399,0,0,0
NONE,364,412,423,431,400,14,16,21
NONE,364,415,423,430,400,12,14,20
NONE,364,412,423,432,400,8,8,12
NONE,364,412,423,432,401,3,3,4
NONE,364,412,426,431,401,3,3,3
NONE,364,412,423,431,399,0,0,0
NONE,364,412,423,431,400,0,0,0
NONE,364,412,423,430,400,0,0,0
NONE,364,412,423,431,401,0,0,0
NONE,365,412,423,432,401,14,16,20
NONE,365,412,424,432,401,13,14,19
NONE,365,413,424,432,401,9,9,13
NONE,364,412,423,432,400,5,4,7
NONE,365,412,424,432,401,3,3,3
NONE,365,413,423,431,400,0,0,0
NONE,365,412,423,431,401,0,0,0
NONE,365,412,423,431,400,0,0,0
NONE,365,412,424,432,401,0,0,0
NONE,366,412,424,432,402,9,12,15
NONE,365,412,424,432,401,14,16,21
NONE,366,413,424,432,401,11,12,16
NONE,366,412,424,432,401,7,7,10
NONE,366,412,423,431,401,3,3,4
NONE,365,412,424,431,401,3,3,4
NONE,366,412,424,431,400,0,0,0
NONE,366,412,423,431,400,0,0,0
