R,288,280,435,441,348,0,2,3
R,289,281,435,441,348,11,13,18
R,288,281,436,439,349,13,15,19
R,289,282,436,438,349,8,8,11
R,289,280,435,439,348,6,6,7
R,290,281,435,440,349,3,3,4
R,290,282,436,440,349,2,3,3
R,288,278,439,441,348,0,0,0
R,285,280,435,439,349,0,0,0
R,282,280,435,438,348,0,0,0
R,282,280,435,438,348,0,0,0
R,284,281,431,435,349,0,0,0
R,284,282,430,435,349,10,13,16
R,284,281,429,434,350,13,14,20
R,286,281,426,431,350,11,12,16
R,285,282,426,432,351,9,9,12
R,287,281,426,432,351,7,7,10
R,285,281,426,432,352,3,3,5
R,285,281,428,432,351,3,3,4
R,286,281,427,432,350,2,3,3
R,289,280,426,431,351,3,2,3
R,286,281,426,430,350,1,0,0
R,286,281,425,431,351,0,0,0
R,286,282,425,432,350,0,0,0
R,287,281,426,432,351,0,0,0
R,284,281,425,432,350,0,0,0
R,284,281,423,433,354,0,0,0
R,285,282,425,433,350,0,0,0
R,285,282,425,433,351,0,0,0
R,286,282,426,432,351,0,0,0
R,287,283,426,434,352,7,10,12
R,288,282,425,433,352,5,7,10
R,288,283,425,433,351,12,14,18
R,289,282,425,434,352,11,14,17
R,288,282,426,434,351,12,13,18
R,288,283,425,432,352,12,14,19
R,289,283,425,434,352,12,13,18
R,288,282,425,433,352,12,13,18
R,289,282,423,434,352,12,13,17
R,288,283,425,433,352,11,12,16
R,289,282,425,436,353,9,10,14
R,288,284,429,438,353,9,10,14
R,289,285,428,437,354,10,10,14
R,288,283,428,437,353,9,9,13
R,291,283,427,437,353,9,10,14
R,289,283,427,436,353,9,9,13
R,290,286,427,436,353,8,9,12
R,289,284,428,436,352,11,11,16
R,289,284,427,435,352,8,9,12
R,289,284,427,436,353,9,9,13
