V,304,313,488,467,363,14,15,19
V,303,308,486,466,362,1,1,0
V,303,309,487,465,362,1,0,0
V,304,308,487,466,363,0,0,0
V,302,309,488,467,364,10,13,16
V,302,309,488,466,363,3,3,3
V,302,310,488,465,363,0,0,0
V,301,309,487,465,363,0,0,0
V,302,310,489,467,363,2,4,4
V,301,311,488,467,365,11,11,15
V,300,309,487,467,364,2,1,1
V,302,309,487,465,364,0,0,0
V,300,309,486,466,364,0,0,0
V,301,310,487,465,363,0,0,0
V,301,309,488,467,365,10,13,17
V,302,310,487,465,364,5,5,7
V,302,310,487,466,363,0,0,0
V,305,309,487,466,364,0,0,0
V,302,309,487,465,363,1,0,0
V,302,309,486,465,363,0,0,0
V,302,309,486,465,363,0,0,0
V,303,308,485,465,364,11,14,18
V,302,309,486,466,362,8,7,10
V,303,310,487,465,362,3,3,3
V,304,309,485,464,363,1,0,0
V,304,308,485,463,362,0,0,0
V,302,308,485,464,362,0,0,0
V,304,306,485,464,362,0,0,0
V,304,308,486,465,361,0,0,0
V,304,308,486,465,362,0,0,0
V,304,307,485,465,361,0,0,0
V,304,307,485,464,361,7,9,13
V,304,307,486,463,361,13,15,20
V,302,307,486,464,361,12,13,17
V,303,307,485,463,362,6,6,8
V,304,307,485,463,361,5,5,6
V,304,307,486,465,362,3,2,3
V,304,306,485,463,360,0,0,0
V,305,308,485,463,360,0,0,0
V,303,307,486,464,360,1,1,1
V,305,308,485,464,361,2,2,2
V,304,307,485,464,360,2,2,1
V,304,308,485,464,361,2,2,2
V,304,307,486,464,361,2,2,2
V,304,308,485,463,360,2,2,2
V,304,307,485,463,360,2,2,2
V,304,306,485,463,361,2,2,2
V,304,307,485,463,360,2,2,2
V,304,307,485,463,360,2,2,2
V,304,307,485,463,360,2,1,1
